Index_disease	Index_disease_id	Associated_disease	Associated_disease_id	Co-mentions
Lymphoma	MESH:D008223	Thanatophoric dysplasia, type 2	MESH:C536508	1
Lymphoma	MESH:D008223	Hyperinsulinemic hypoglycemia, familial, 7	MESH:C538376	1
Lymphoma	MESH:D008223	Mandibular Fractures	MESH:D008337	1
Lymphoma	MESH:D008223	Carnitine palmitoyl transferase 1A deficiency	MESH:C535588	1
Lymphoma	MESH:D008223	Carnitine palmitoyl transferase 2 deficiency	MESH:C535589	1
Lymphoma	MESH:D008223	Tranebjaerg Svejgaard syndrome	MESH:C536978	1
Lymphoma	MESH:D008223		OMIM:606528	1
Lymphoma	MESH:D008223	Hereditary koilonychia	MESH:C537260	1
Lymphoma	MESH:D008223	FOR heavy chain disease protein, human	MESH:C483996	1
Lymphoma	MESH:D008223	Pendred syndrome	MESH:C536648	1
Lymphoma	MESH:D008223	Dens in Dente	MESH:D003719	1
Lymphoma	MESH:D008223	Hernia, Umbilical	MESH:D006554	1
Lymphoma	MESH:D008223	Adenomyoma	MESH:D018194	1
Lymphoma	MESH:D008223	Osteogenesis imperfecta, type 6	MESH:C536047	1
Lymphoma	MESH:D008223		OMIM:253800	1
Lymphoma	MESH:D008223	Rubinstein-Taybi Syndrome	MESH:D012415	1
Lymphoma	MESH:D008223		OMIM:174200	1
Lymphoma	MESH:D008223	Achondroplasia	MESH:D000130	1
Lymphoma	MESH:D008223	Ulnar hypoplasia lobster claw deformity of feet	MESH:C536936	1
Lymphoma	MESH:D008223	Autoimmune limbic encephalitis	MESH:C531729	1
Lymphoma	MESH:D008223	Nuchal Cord	MESH:D053589	1
Lymphoma	MESH:D008223		MESH:C535546	1
Lymphoma	MESH:D008223	Rhinoscleroma	MESH:D012226	1
Lymphoma	MESH:D008223	Hysteria	MESH:D007046	1
Lymphoma	MESH:D008223	Meningitis, Meningococcal	MESH:D008585	1
Lymphoma	MESH:D008223	Palant cleft palate syndrome	MESH:C538102	1
Lymphoma	MESH:D008223	Prader-Willi Syndrome	MESH:D011218	1
Lymphoma	MESH:D008223	Gilbert Disease	MESH:D005878	1
Lymphoma	MESH:D008223	Orofaciodigital syndrome 11	MESH:C557821	1
Lymphoma	MESH:D008223	Sleep Arousal Disorders	MESH:D020921	1
Lymphoma	MESH:D008223	Oxyuriasis	MESH:D010123	1
Lymphoma	MESH:D008223	Lafora Disease	MESH:D020192	1
Lymphoma	MESH:D008223	Glycogen Storage Disease Type IV	MESH:D006011	1
Lymphoma	MESH:D008223	Moebius syndrome 1	MESH:C535807	1
Lymphoma	MESH:D008223		MESH:C536257	1
Lymphoma	MESH:D008223		MESH:C537132	1
Lymphoma	MESH:D008223	Shy-Drager Syndrome	MESH:D012791	1
Lymphoma	MESH:D008223	Hypertensive Encephalopathy	MESH:D020343	1
Lymphoma	MESH:D008223		OMIM:158580	1
Lymphoma	MESH:D008223	Situs Inversus	MESH:D012857	1
Lymphoma	MESH:D008223	Visceral Pain	MESH:D059265	1
Lymphoma	MESH:D008223	Acute Pain	MESH:D059787	1
Lymphoma	MESH:D008223	Chromosome 17, trisomy 17q22	MESH:C536579	1
Lymphoma	MESH:D008223	Wheat Hypersensitivity	MESH:D021182	1
Lymphoma	MESH:D008223	Hallermann's Syndrome	MESH:D006210	1
Lymphoma	MESH:D008223	Pseudarthrosis	MESH:D011542	1
Lymphoma	MESH:D008223		OMIM:610170	1
Lymphoma	MESH:D008223	Congenital absence of gluteal muscles	MESH:C535561	1
Lymphoma	MESH:D008223	Siegler Brewer Carey syndrome	MESH:C537335	1
Lymphoma	MESH:D008223	Yaws	MESH:D015001	1
Lymphoma	MESH:D008223	Fowlpox	MESH:D005586	1
Lymphoma	MESH:D008223	Optic Atrophies, Hereditary	MESH:D015418	1
Lymphoma	MESH:D008223		OMIM:165550	1
Lymphoma	MESH:D008223	Goldberg-Shprintzen megacolon syndrome	MESH:C537279	1
Lymphoma	MESH:D008223	Kwashiorkor	MESH:D007732	1
Lymphoma	MESH:D008223	Blastocystis Infections	MESH:D016776	1
Lymphoma	MESH:D008223	Hyperesthesia	MESH:D006941	1
Lymphoma	MESH:D008223		OMIM:223000	1
Lymphoma	MESH:D008223		OMIM:600794	1
Lymphoma	MESH:D008223	Witkop syndrome	MESH:C536736	1
Lymphoma	MESH:D008223		OMIM:227300	1
Lymphoma	MESH:D008223	Ehlers-Danlos Syndrome	MESH:D004535	1
Lymphoma	MESH:D008223		OMIM:203750	1
Lymphoma	MESH:D008223	Night Blindness	MESH:D009755	1
Lymphoma	MESH:D008223	Von willebrand factor, deficiency	MESH:C531844	1
Lymphoma	MESH:D008223	Eye Injuries	MESH:D005131	1
Lymphoma	MESH:D008223	Congenital atransferrinemia	MESH:C538259	1
Lymphoma	MESH:D008223	Barth Syndrome	MESH:D056889	1
Lymphoma	MESH:D008223	Pontocerebellar Hypoplasia Type 2	MESH:C548070	1
Lymphoma	MESH:D008223	McKusick Kaufman syndrome	MESH:C538159	1
Lymphoma	MESH:D008223	Salpingitis	MESH:D012488	1
Lymphoma	MESH:D008223	Pyogenic arthritis, pyoderma gangrenosum, and acne	MESH:C536253	1
Lymphoma	MESH:D008223	Attention Deficit and Disruptive Behavior Disorders	MESH:D019958	1
Lymphoma	MESH:D008223	Cicatrix, Hypertrophic	MESH:D017439	1
Lymphoma	MESH:D008223	Mutism	MESH:D009155	1
Lymphoma	MESH:D008223	Cleidocranial Dysplasia	MESH:D002973	1
Lymphoma	MESH:D008223	Epidermolysis Bullosa, Junctional	MESH:D016109	1
Lymphoma	MESH:D008223	Sideroblastic anemia, autosomal	MESH:C537334	1
Lymphoma	MESH:D008223	Dystocia	MESH:D004420	1
Lymphoma	MESH:D008223	Al Gazali Hirschsprung syndrome	MESH:C535615	1
Lymphoma	MESH:D008223	Rhabdoviridae Infections	MESH:D018353	1
Lymphoma	MESH:D008223	Chromosome 8, partial trisomy	MESH:C537941	1
Lymphoma	MESH:D008223	Snake Bites	MESH:D012909	1
Lymphoma	MESH:D008223	Rippling muscle disease, 1	MESH:C535686	1
Lymphoma	MESH:D008223	Taste Disorders	MESH:D013651	1
Lymphoma	MESH:D008223	Aortopulmonary Septal Defect	MESH:D001028	1
Lymphoma	MESH:D008223	Non functioning pancreatic endocrine tumor	MESH:C536126	1
Lymphoma	MESH:D008223	Exostoses, Multiple Hereditary	MESH:D005097	1
Lymphoma	MESH:D008223	Jaw, Edentulous	MESH:D007575	1
Lymphoma	MESH:D008223	Sphincter of Oddi Dysfunction	MESH:D046628	1
Lymphoma	MESH:D008223	Onchocerciasis	MESH:D009855	1
Lymphoma	MESH:D008223	Myostatin-related muscle hypertrophy	MESH:C536106	1
Lymphoma	MESH:D008223	Nonpuerperal galactorrhea	MESH:C537072	1
Lymphoma	MESH:D008223	Congenital absence of the sternocleidomastoid muscle	MESH:C535977	1
Lymphoma	MESH:D008223	Mycetoma	MESH:D008271	1
Lymphoma	MESH:D008223		OMIM:157700	1
Lymphoma	MESH:D008223	Nephrocalcinosis	MESH:D009397	1
Lymphoma	MESH:D008223		OMIM:612300	1
Lymphoma	MESH:D008223	Foot-and-Mouth Disease	MESH:D005536	1
Lymphoma	MESH:D008223	Dyspareunia	MESH:D004414	1
Lymphoma	MESH:D008223	Griscelli syndrome type 3	MESH:C537303	1
Lymphoma	MESH:D008223	Tonic Pupil	MESH:D015845	1
Lymphoma	MESH:D008223	Heroin Dependence	MESH:D006556	1
Lymphoma	MESH:D008223	Limb-girdle muscular dystrophy, type 2B	MESH:C535899	1
Lymphoma	MESH:D008223	Uterine Retroversion	MESH:D060725	1
Lymphoma	MESH:D008223	Endocardial Cushion Defects	MESH:D004694	1
Lymphoma	MESH:D008223	Root Resorption	MESH:D012391	1
Lymphoma	MESH:D008223	Tooth Resorption	MESH:D014091	1
Lymphoma	MESH:D008223	Adrenogenital Syndrome	MESH:D047808	1
Lymphoma	MESH:D008223	Cochlear Diseases	MESH:D015834	1
Lymphoma	MESH:D008223	Corneal Dystrophies, Hereditary	MESH:D003317	1
Lymphoma	MESH:D008223		OMIM:607133	1
Lymphoma	MESH:D008223	Radiation induced brachial plexopathy	MESH:C536265	1
Lymphoma	MESH:D008223	Somatostatinoma	MESH:D013005	1
Lymphoma	MESH:D008223	Arthus Reaction	MESH:D001183	1
Lymphoma	MESH:D008223	Actinobacillus Infections	MESH:D000189	1
Lymphoma	MESH:D008223	Polymorphic catecholergic ventricular tachycardia	MESH:C536334	1
Lymphoma	MESH:D008223	Mixed Tumor, Mullerian	MESH:D018200	1
Lymphoma	MESH:D008223	Charcot-Marie-Tooth disease, Type 2H	MESH:C535415	1
Lymphoma	MESH:D008223	Klippel-Trenaunay-Weber Syndrome	MESH:D007715	1
Lymphoma	MESH:D008223		OMIM:604060	1
Lymphoma	MESH:D008223	Macrophagic myofasciitis	MESH:C537829	1
Lymphoma	MESH:D008223	Congenital facial diplegia	MESH:C531747	1
Lymphoma	MESH:D008223	49,XXXXX syndrome	MESH:C535319	1
Lymphoma	MESH:D008223	Trench Fever	MESH:D014205	1
Lymphoma	MESH:D008223	Overbite	MESH:D057887	1
Lymphoma	MESH:D008223	Oculopalatoskeletal syndrome	MESH:C537738	1
Lymphoma	MESH:D008223		OMIM:146350	1
Lymphoma	MESH:D008223	Bronchial Fistula	MESH:D001983	1
Lymphoma	MESH:D008223	Fibromuscular Dysplasia	MESH:D005352	1
Lymphoma	MESH:D008223	Fronto-facio-nasal dysplasia	MESH:C538063	1
Lymphoma	MESH:D008223	Martinez Monasterio Pinheiro syndrome	MESH:C536027	1
Lymphoma	MESH:D008223	Kartagener Syndrome	MESH:D007619	1
Lymphoma	MESH:D008223	Needlestick Injuries	MESH:D016602	1
Lymphoma	MESH:D008223		OMIM:266265	1
Lymphoma	MESH:D008223		OMIM:611788	1
Lymphoma	MESH:D008223	No-Reflow Phenomenon	MESH:D054318	1
Lymphoma	MESH:D008223		OMIM:300842	1
Lymphoma	MESH:D008223	Chromosome 9, tetrasomy 9p	MESH:C538027	1
Lymphoma	MESH:D008223	Persistent Hyperplastic Primary Vitreous	MESH:D054514	1
Lymphoma	MESH:D008223	Adenosarcoma	MESH:D018195	1
Lymphoma	MESH:D008223	Hypobetalipoproteinemia, Familial, Apolipoprotein B	MESH:D052476	1
Lymphoma	MESH:D008223	Accessory navicular bone	MESH:C536002	1
Lymphoma	MESH:D008223	Reactive Attachment Disorder	MESH:D019962	1
Lymphoma	MESH:D008223	Oligohydramnios	MESH:D016104	1
Lymphoma	MESH:D008223	Chromosome 13q trisomy	MESH:C535485	1
Lymphoma	MESH:D008223	Vitamin B Deficiency	MESH:D014804	1
Lymphoma	MESH:D008223	Superinfection	MESH:D015163	1
Lymphoma	MESH:D008223	Pemphigoid Gestationis	MESH:D006559	1
Lymphoma	MESH:D008223	Alagille Syndrome	MESH:D016738	1
Lymphoma	MESH:D008223	CADASIL	MESH:D046589	1
Lymphoma	MESH:D008223	Sweating Sickness	MESH:D018614	1
Lymphoma	MESH:D008223	Neoplasms, Fibrous Tissue	MESH:D018218	1
Lymphoma	MESH:D008223	Spondylometaphyseal dysplasia, Kozlowski type	MESH:C535797	1
Lymphoma	MESH:D008223	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	MESH:C536329	1
Lymphoma	MESH:D008223	Chromosome 5, uniparental disomy	MESH:C537762	1
Lymphoma	MESH:D008223	Eye Burns	MESH:D005126	1
Lymphoma	MESH:D008223	Myopathy, Central Core	MESH:D020512	1
Lymphoma	MESH:D008223	Alcohol Withdrawal Delirium	MESH:D000430	1
Lymphoma	MESH:D008223	Pantothenate Kinase-Associated Neurodegeneration	MESH:D006211	1
Lymphoma	MESH:D008223	Chromosome 8 deletion	MESH:C537823	1
Lymphoma	MESH:D008223	Aspartylglucosaminuria	MESH:D054880	1
Lymphoma	MESH:D008223	Macrocephaly, benign familial	MESH:C537717	1
Lymphoma	MESH:D008223	Short Rib-Polydactyly Syndrome	MESH:D012779	1
Lymphoma	MESH:D008223	Myopathy, congenital nonprogressive with Moebius and Robin sequences	MESH:C536102	1
Lymphoma	MESH:D008223	Lamellar ichthyosis, type 2	MESH:C537264	1
Lymphoma	MESH:D008223		MESH:C536212	1
Lymphoma	MESH:D008223	Hyperoxaluria, Primary	MESH:D006960	1
Lymphoma	MESH:D008223	Camptocormia	MESH:C537968	1
Lymphoma	MESH:D008223	Spasms, Infantile	MESH:D013036	1
Lymphoma	MESH:D008223	Dystonic Disorders	MESH:D020821	1
Lymphoma	MESH:D008223		OMIM:609741	1
Lymphoma	MESH:D008223	Postcholecystectomy Syndrome	MESH:D017562	1
Lymphoma	MESH:D008223		OMIM:300660	1
Lymphoma	MESH:D008223	Arterial calcification of infancy	MESH:C537440	1
Lymphoma	MESH:D008223	Intracranial Hemorrhage, Traumatic	MESH:D020198	1
Lymphoma	MESH:D008223	Kaposi Varicelliform Eruption	MESH:D007617	1
Lymphoma	MESH:D008223	Chromosome 18 deletion syndrome	MESH:C536580	1
Lymphoma	MESH:D008223	Autoimmune oophoritis	MESH:C538274	1
Lymphoma	MESH:D008223	Mandibuloacral dysplasia with type A lipodystrophy	MESH:C535705	1
Lymphoma	MESH:D008223	Pouchitis	MESH:D019449	1
Lymphoma	MESH:D008223	Amyotrophic lateral sclerosis 1	MESH:C531617	1
Lymphoma	MESH:D008223	Salmonella Food Poisoning	MESH:D012478	1
Lymphoma	MESH:D008223	Pelger-Huet Anomaly	MESH:D010381	1
Lymphoma	MESH:D008223		OMIM:245480	1
Lymphoma	MESH:D008223		OMIM:605376	1
Lymphoma	MESH:D008223	Basal Ganglia Cerebrovascular Disease	MESH:D020144	1
Lymphoma	MESH:D008223	Blue cone monochromatism	MESH:C536238	1
Lymphoma	MESH:D008223	47, XYY syndrome	MESH:C535317	1
Lymphoma	MESH:D008223	Central Nervous System Parasitic Infections	MESH:D020807	1
Lymphoma	MESH:D008223	Seckel syndrome 1	MESH:C537533	1
Lymphoma	MESH:D008223	Hypospadias	MESH:D007021	1
Lymphoma	MESH:D008223	Myoclonic Epilepsies, Progressive	MESH:D020191	1
Lymphoma	MESH:D008223	Echolalia	MESH:D004454	1
Lymphoma	MESH:D008223	Amyotrophy, monomelic	MESH:C538253	1
Lymphoma	MESH:D008223	Esophageal Cyst	MESH:D004934	1
Lymphoma	MESH:D008223	Anemia, hereditary spherocytic hemolytic	MESH:C536356	1
Lymphoma	MESH:D008223		OMIM:205950	1
Lymphoma	MESH:D008223	Oral Manifestations	MESH:D009912	1
Lymphoma	MESH:D008223	Chromosome 8, monosomy 8p	MESH:C537825	1
Lymphoma	MESH:D008223	Loiasis	MESH:D008118	1
Lymphoma	MESH:D008223	Urethral Diseases	MESH:D014522	1
Lymphoma	MESH:D008223	Androblastoma of ovary	MESH:C537588	1
Lymphoma	MESH:D008223		OMIM:609048	1
Lymphoma	MESH:D008223	Poroma	MESH:D057091	1
Lymphoma	MESH:D008223	Amoebiasis due to Entamoeba histolytica	MESH:C531613	1
Lymphoma	MESH:D008223	Monilethrix	MESH:D056734	1
Lymphoma	MESH:D008223	Renal dysplasia - limb defects syndrome	MESH:C537754	1
Lymphoma	MESH:D008223	Microcoria, congenital	MESH:C537550	1
Lymphoma	MESH:D008223	Leukemia, Myeloid, Accelerated Phase	MESH:D015465	1
Lymphoma	MESH:D008223	Tuberculosis, Ocular	MESH:D014392	1
Lymphoma	MESH:D008223	Dyslexia	MESH:D004410	1
Lymphoma	MESH:D008223	Myxomatosis, Infectious	MESH:D009234	1
Lymphoma	MESH:D008223		OMIM:267300	1
Lymphoma	MESH:D008223	Abortion, Veterinary	MESH:D000034	1
Lymphoma	MESH:D008223		OMIM:275120	1
Lymphoma	MESH:D008223	Drowning	MESH:D004332	1
Lymphoma	MESH:D008223	Refeeding Syndrome	MESH:D055677	1
Lymphoma	MESH:D008223	Kenny-Caffey syndrome, Type 1	MESH:C537021	1
Lymphoma	MESH:D008223	Athetosis	MESH:D001264	1
Lymphoma	MESH:D008223		OMIM:136900	1
Lymphoma	MESH:D008223	Equine Infectious Anemia	MESH:D004859	1
Lymphoma	MESH:D008223	Pneumonia of Swine, Mycoplasmal	MESH:D045729	1
Lymphoma	MESH:D008223	Taurodontism	MESH:C536946	1
Lymphoma	MESH:D008223	Chromosome 12p deletion	MESH:C538301	1
Lymphoma	MESH:D008223	Carcinoma, Giant Cell	MESH:D018286	1
Lymphoma	MESH:D008223	Uterine Perforation	MESH:D014595	1
Lymphoma	MESH:D008223	Schmid-Fraccaro syndrome	MESH:C535918	1
Lymphoma	MESH:D008223	Onycholysis	MESH:D054039	1
Lymphoma	MESH:D008223	Syringoma	MESH:D018252	1
Lymphoma	MESH:D008223	Pseudohypoparathyroidism Type 1B	MESH:C548075	1
Lymphoma	MESH:D008223	Spranger Schinzel Myers syndrome	MESH:C535801	1
Lymphoma	MESH:D008223		OMIM:300672	1
Lymphoma	MESH:D008223	Focal Infection	MESH:D005490	1
Lymphoma	MESH:D008223	Cleft palate X-linked	MESH:C536426	1
Lymphoma	MESH:D008223	Distal Trisomy 10q Syndrome	MESH:C538087	1
Lymphoma	MESH:D008223	Oculodigitoesophagoduodenal syndrome	MESH:C537734	1
Lymphoma	MESH:D008223	Carcinoma, Basosquamous	MESH:D002281	1
Lymphoma	MESH:D008223		OMIM:612921	1
Lymphoma	MESH:D008223	10p Deletion Syndrome (Partial)	MESH:C538288	1
Lymphoma	MESH:D008223	Burkholderia Infections	MESH:D019121	1
Lymphoma	MESH:D008223	Dermatitis, Occupational	MESH:D009783	1
Lymphoma	MESH:D008223	Spinal muscular atrophy with respiratory distress 1	MESH:C536880	1
Lymphoma	MESH:D008223	Atrophic Vaginitis	MESH:D059268	1
Lymphoma	MESH:D008223	Ablepharon macrostomia syndrome	MESH:C535557	1
Lymphoma	MESH:D008223	Tuberculosis, Renal	MESH:D014398	1
Lymphoma	MESH:D008223	Cystitis, Interstitial	MESH:D018856	1
Lymphoma	MESH:D008223	Coma, Post-Head Injury	MESH:D020207	1
Lymphoma	MESH:D008223	Corynebacterium Infections	MESH:D003354	1
Lymphoma	MESH:D008223	Trypanosomiasis, Bovine	MESH:D014354	1
Lymphoma	MESH:D008223		OMIM:606662	1
Lymphoma	MESH:D008223	Dyspnea, Paroxysmal	MESH:D004418	1
Lymphoma	MESH:D008223	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	1
Lymphoma	MESH:D008223	Lactation Disorders	MESH:D007775	1
Lymphoma	MESH:D008223	Heart Aneurysm	MESH:D006322	1
Lymphoma	MESH:D008223	Rheumatic Fever	MESH:D012213	1
Lymphoma	MESH:D008223	Chromosome 2, trisomy 2q	MESH:C535367	1
Lymphoma	MESH:D008223		OMIM:603813	1
Lymphoma	MESH:D008223		OMIM:252605	1
Lymphoma	MESH:D008223	Snyder Robinson syndrome	MESH:C536678	1
Lymphoma	MESH:D008223	Chromosome 12 ring	MESH:C538298	1
Lymphoma	MESH:D008223	Hypocapnia	MESH:D016857	1
Lymphoma	MESH:D008223	Rat-Bite Fever	MESH:D011906	1
Lymphoma	MESH:D008223		OMIM:300622	1
Lymphoma	MESH:D008223	Lipoid Proteinosis of Urbach and Wiethe	MESH:D008065	1
Lymphoma	MESH:D008223	Infant Nutrition Disorders	MESH:D007228	1
Lymphoma	MESH:D008223	Rickets	MESH:D012279	1
Lymphoma	MESH:D008223		OMIM:600977	1
Lymphoma	MESH:D008223	Eisenmenger Complex	MESH:D004541	1
Lymphoma	MESH:D008223	Aplasia cutis congenita intestinal lymphangiectasia	MESH:C537788	1
Lymphoma	MESH:D008223	Headache Disorders, Secondary	MESH:D051271	1
Lymphoma	MESH:D008223	Pott Puffy Tumor	MESH:D059369	1
Lymphoma	MESH:D008223		OMIM:179010	1
Lymphoma	MESH:D008223	HIV Seropositivity	MESH:D006679	1
Lymphoma	MESH:D008223	Pyruvate dehydrogenase phosphatase deficiency	MESH:C536258	1
Lymphoma	MESH:D008223	Rasmussen subacute encephalitis	MESH:C535291	1
Lymphoma	MESH:D008223	Male sterility due to Y-chromosome deletions	MESH:C536297	1
Lymphoma	MESH:D008223	Haemophilus Infections	MESH:D006192	1
Lymphoma	MESH:D008223	Renal Tubular Transport, Inborn Errors	MESH:D015499	1
Lymphoma	MESH:D008223		OMIM:278300	1
Lymphoma	MESH:D008223	Blue rubber bleb nevus syndrome	MESH:C536240	1
Lymphoma	MESH:D008223	Pseudobulbar Palsy	MESH:D020828	1
Lymphoma	MESH:D008223	Neoplasm Invasiveness	MESH:D009361	1
Lymphoma	MESH:D008223	N-acetyl glutamate synthetase deficiency	MESH:C536109	1
Lymphoma	MESH:D008223		OMIM:600084	1
Lymphoma	MESH:D008223		OMIM:603909	1
Lymphoma	MESH:D008223	Mesial Movement of Teeth	MESH:D008644	1
Lymphoma	MESH:D008223	Brittle cornea syndrome 1	MESH:C536192	1
Lymphoma	MESH:D008223	Chromosome 7 ring syndrome	MESH:C537813	1
Lymphoma	MESH:D008223	Transposition of Great Vessels	MESH:D014188	1
Lymphoma	MESH:D008223	Pericoronitis	MESH:D010497	1
Lymphoma	MESH:D008223	Carbuncle	MESH:D002270	1
Lymphoma	MESH:D008223	Temporomandibular Joint Disorders	MESH:D013705	1
Lymphoma	MESH:D008223	Rickettsia Infections	MESH:D012282	1
Lymphoma	MESH:D008223	Glomus Tympanicum Tumor	MESH:D043604	1
Lymphoma	MESH:D008223	Trombiculiasis	MESH:D014323	1
Lymphoma	MESH:D008223	Camptodactyly-ichthyosis syndrome	MESH:C537976	1
Lymphoma	MESH:D008223	Neuronal Ceroid-Lipofuscinoses	MESH:D009472	1
Lymphoma	MESH:D008223	Enterobacteriaceae Infections	MESH:D004756	1
Lymphoma	MESH:D008223		OMIM:141500	1
Lymphoma	MESH:D008223	Niemann-Pick Diseases	MESH:D009542	1
Lymphoma	MESH:D008223	Parkinson Disease, Secondary	MESH:D010302	1
Lymphoma	MESH:D008223	Growth hormone excess	MESH:C531600	1
Lymphoma	MESH:D008223	Reflex, Babinski	MESH:D001405	1
Lymphoma	MESH:D008223	Birth Injuries	MESH:D001720	1
Lymphoma	MESH:D008223	Night Terrors	MESH:D020184	1
Lymphoma	MESH:D008223	Eales disease	MESH:C538011	1
Lymphoma	MESH:D008223	Pseudoaminopterin syndrome	MESH:C535823	1
Lymphoma	MESH:D008223	Pain, Referred	MESH:D053591	1
Lymphoma	MESH:D008223		OMIM:123320	1
Lymphoma	MESH:D008223	Keutel syndrome	MESH:C536167	1
Lymphoma	MESH:D008223	Spondylolysis	MESH:D013169	1
Lymphoma	MESH:D008223	Paragonimiasis	MESH:D010237	1
Lymphoma	MESH:D008223	Chromosome 8p deletion syndrome (partial)	MESH:C537826	1
Lymphoma	MESH:D008223	Hyperkeratosis lenticularis perstans	MESH:C538377	1
Lymphoma	MESH:D008223	Homocystinuria	MESH:D006712	1
Lymphoma	MESH:D008223	Neurocognitive Disorders	MESH:D019965	1
Lymphoma	MESH:D008223		OMIM:277380	1
Lymphoma	MESH:D008223	Pseudoachondroplasia	MESH:C535819	1
Lymphoma	MESH:D008223	Infectious Bovine Rhinotracheitis	MESH:D007241	1
Lymphoma	MESH:D008223	Dentin Sensitivity	MESH:D003807	1
Lymphoma	MESH:D008223	Fetomaternal Transfusion	MESH:D005331	1
Lymphoma	MESH:D008223	Orofaciodigital syndrome 5	MESH:C557819	1
Lymphoma	MESH:D008223	Anterior Spinal Artery Syndrome	MESH:D020759	1
Lymphoma	MESH:D008223	Farmer's Lung	MESH:D005203	1
Lymphoma	MESH:D008223	Afferent Loop Syndrome	MESH:D000343	1
Lymphoma	MESH:D008223	Adams-Stokes Syndrome	MESH:D000219	1
Lymphoma	MESH:D008223		OMIM:600512	1
Lymphoma	MESH:D008223	Angioma hereditary neurocutaneous	MESH:C536364	1
Lymphoma	MESH:D008223	Kidney Papillary Necrosis	MESH:D007681	1
Lymphoma	MESH:D008223	Florid cemento-osseous dysplasia	MESH:C537063	1
Lymphoma	MESH:D008223		OMIM:613312	1
Lymphoma	MESH:D008223	Cholestasis, progressive familial intrahepatic 1	MESH:C535933	1
Lymphoma	MESH:D008223		MESH:C537780	1
Lymphoma	MESH:D008223	Rhabdomyosarcoma of the orbit	MESH:C537605	1
Lymphoma	MESH:D008223		MESH:C537667	1
Lymphoma	MESH:D008223	Pythiosis	MESH:D058968	1
Lymphoma	MESH:D008223	PHACE association	MESH:C537892	1
Lymphoma	MESH:D008223		OMIM:241530	1
Lymphoma	MESH:D008223	Ecthyma	MESH:D004473	1
Lymphoma	MESH:D008223	Dirofilariasis	MESH:D004184	1
Lymphoma	MESH:D008223	Thrombotic thrombocytopenic purpura, acquired	MESH:C536901	1
Lymphoma	MESH:D008223	Geniospasm	MESH:C537682	1
Lymphoma	MESH:D008223	Spinal Stenosis	MESH:D013130	1
Lymphoma	MESH:D008223	Neoplasms, Fibroepithelial	MESH:D018225	1
Lymphoma	MESH:D008223	Exsanguination	MESH:D058734	1
Lymphoma	MESH:D008223	Occupational Injuries	MESH:D060051	1
Lymphoma	MESH:D008223	Vulvar Vestibulitis	MESH:D054515	1
Lymphoma	MESH:D008223	Paraparesis, Spastic	MESH:D020336	1
Lymphoma	MESH:D008223		OMIM:605258	1
Lymphoma	MESH:D008223	Nevus, Blue	MESH:D018329	1
Lymphoma	MESH:D008223	Disease Models, Animal	MESH:D004195	1
Lymphoma	MESH:D008223	Syphilis, Cardiovascular	MESH:D013589	1
Lymphoma	MESH:D008223	Endarteritis	MESH:D004692	1
Lymphoma	MESH:D008223	Silicotuberculosis	MESH:D012830	1
Lymphoma	MESH:D008223	Syndactyly, type v	MESH:C538155	1
Lymphoma	MESH:D008223	Striae Distensae	MESH:D057896	1
Lymphoma	MESH:D008223	Fractures, Cartilage	MESH:D050724	1
Lymphoma	MESH:D008223	Postpericardiotomy Syndrome	MESH:D011185	1
Lymphoma	MESH:D008223	Pachyonychia Congenita	MESH:D053549	1
Lymphoma	MESH:D008223	Curly hair-ankyloblepharon-nail dysplasia syndrome	MESH:C538074	1
Lymphoma	MESH:D008223	Premenstrual Syndrome	MESH:D011293	1
Lymphoma	MESH:D008223	Oophoritis	MESH:D009869	1
Lymphoma	MESH:D008223	Generalized elastolysis	MESH:C531660	1
Lymphoma	MESH:D008223	Oligomenorrhea	MESH:D009839	1
Lymphoma	MESH:D008223	Depression, Postpartum	MESH:D019052	1
Lymphoma	MESH:D008223	Accessory Nerve Injuries	MESH:D061227	1
Lymphoma	MESH:D008223	Spinal muscular atrophy, Ryukyuan type	MESH:C536881	1
Lymphoma	MESH:D008223	Meningism	MESH:D008580	1
Lymphoma	MESH:D008223	Edema, Cardiac	MESH:D004489	1
Lymphoma	MESH:D008223	Agnosia	MESH:D000377	1
